"Name","Mobile number","Date and time of receive SMS","Date and time of GPS position","Battery state","VHF telemetry","GSM signal level","GPS interval","VHF interval","Temperature","Activity","Lat","Long"
"CZEA01","48603372075","2013-09-04 09:01","2013-09-04 07:01","4,19","off","21","3","0","24.0 st. C","26","19.572799","49.125666"
"CZEA01","48603372075","2013-09-04 13:01","2013-09-04 08:00","4,13","off","15","3","0","38.0 st. C","51","19.567866","49.125766"
"CZEA01","48603372075","2013-09-04 13:01","2013-09-04 09:00","4,13","off","15","3","0","38.0 st. C","51","19.568232","49.125449"
"CZEA01","48603372075","2013-09-04 13:01","2013-09-04 10:00","4,13","off","15","3","0","30.0 st. C","51","19.540416","49.125582"
"CZEA01","48603372075","2013-09-04 13:01","2013-09-04 11:00","4,13","off","15","3","0","29.0 st. C","51","19.560383","49.14624900000001"
"CZEA01","48603372075","2013-09-04 17:01","2013-09-04 12:00","4,13","off","11","3","0","26.0 st. C","51","19.569866","49.127682"
"CZEA01","48603372075","2013-09-04 17:01","2013-09-04 13:00","4,13","off","11","3","0","32.0 st. C","51","19.55235","49.123266"
"CZEA01","48603372075","2013-09-04 17:01","2013-09-04 14:00","4,13","off","11","3","0","33.0 st. C","51","19.5633","49.124532"
"CZEA01","48603372075","2013-09-04 17:01","2013-09-04 15:00","4,13","off","11","3","0","32.0 st. C","51","19.5627","49.12461600000001"
"CZEA01","48603372075","2013-09-04 21:00","2013-09-04 16:00","4,14","off","22","3","0","35.0 st. C","39","19.5623","49.124649"
"CZEA01","48603372075","2013-09-04 21:00","2013-09-04 17:00","4,14","off","22","3","0","31.0 st. C","39","19.5615","49.124216"
"CZEA01","48603372075","2013-09-04 21:00","2013-09-04 18:00","4,14","off","22","3","0","28.0 st. C","39","19.563683","49.12559899999999"
"CZEA01","48603372075","2013-09-04 21:00","2013-09-04 19:00","4,14","off","22","3","0","31.0 st. C","39","19.563766","49.125632"
"CZEA01","48603372075","2013-09-05 08:00","2013-09-05 03:00","4,13","off","18","3","0","34.0 st. C","20","19.563866","49.125699"
"CZEA01","48603372075","2013-09-05 08:00","2013-09-05 04:00","4,13","off","18","3","0","25.0 st. C","20","19.562833","49.125466"
"CZEA01","48603372075","2013-09-05 08:00","2013-09-05 05:00","4,13","off","18","3","0","26.0 st. C","20","19.5645","49.125882"
"CZEA01","48603372075","2013-09-05 08:00","2013-09-05 06:00","4,13","off","18","3","0","28.0 st. C","20","19.564133","49.126499"
"CZEA01","48603372075","2013-09-05 12:00","2013-09-05 07:00","4,13","off","25","3","0","33.0 st. C","79","19.561833","49.125666"
"CZEA01","48603372075","2013-09-05 12:00","2013-09-05 08:00","4,13","off","25","3","0","31.0 st. C","79","19.561666","49.137316"
"CZEA01","48603372075","2013-09-05 12:00","2013-09-05 09:00","4,13","off","25","3","0","41.0 st. C","79","19.56275","49.137816"
"CZEA01","48603372075","2013-09-05 12:00","2013-09-05 10:00","4,13","off","25","3","0","43.0 st. C","79","19.562183","49.137649"
"CZEA01","48603372075","2013-09-05 16:00","2013-09-05 11:00","4,19","off","11","3","0","38.0 st. C","47","19.559516","49.12379899999999"
"CZEA01","48603372075","2013-09-05 16:00","2013-09-05 12:00","4,19","off","11","3","0","35.0 st. C","47","19.600133","49.11836600000001"
"CZEA01","48603372075","2013-09-05 16:00","2013-09-05 13:00","4,19","off","11","3","0","35.0 st. C","47","19.597966","49.11913199999999"
"CZEA01","48603372075","2013-09-05 16:00","2013-09-05 14:00","4,19","off","11","3","0","39.0 st. C","47","19.600433","49.120016"
"CZEA01","48603372075","2013-09-05 20:00","2013-09-05 15:00","4,15","off","27","3","0","29.0 st. C","28","19.55425","49.143149"
"CZEA01","48603372075","2013-09-05 20:00","2013-09-05 16:00","4,15","off","27","3","0","30.0 st. C","28","19.5559","49.14243299999999"
"CZEA01","48603372075","2013-09-05 20:00","2013-09-05 17:00","4,15","off","27","3","0","29.0 st. C","28","19.556133","49.13798300000001"
"CZEA01","48603372075","2013-09-05 20:00","2013-09-05 18:00","4,15","off","27","3","0","27.0 st. C","28","19.556533","49.137916"
"CZEA01","48603372075","2013-09-06 07:00","2013-09-05 19:00","4,13","off","27","3","0","30.0 st. C","18","19.5567","49.138033"
"CZEA01","48603372075","2013-09-06 07:00","2013-09-06 03:00","4,13","off","27","3","0","30.0 st. C","18","19.5565","49.137999"
"CZEA01","48603372075","2013-09-06 07:00","2013-09-06 04:00","4,13","off","27","3","0","24.0 st. C","18","19.5532","49.137949"
"CZEA01","48603372075","2013-09-06 07:00","2013-09-06 05:00","4,13","off","27","3","0","29.0 st. C","18","19.553816","49.138299"
"CZEA01","48603372075","2013-09-06 11:00","2013-09-06 06:00","4,14","off","21","3","0","37.0 st. C","43","19.553033","49.137733"
"CZEA01","48603372075","2013-09-06 11:00","2013-09-06 07:00","4,14","off","21","3","0","33.0 st. C","43","19.558533","49.123866"
"CZEA01","48603372075","2013-09-06 11:00","2013-09-06 08:00","4,14","off","21","3","0","40.0 st. C","43","19.556233","49.125216"
"CZEA01","48603372075","2013-09-06 11:00","2013-09-06 09:00","4,14","off","21","3","0","27.0 st. C","43","19.541849","49.142416"
"CZEA01","48603372075","2013-09-06 15:01","2013-09-06 10:00","4,13","off","21","3","0","28.0 st. C","62","19.540049","49.14251600000001"
"CZEA01","48603372075","2013-09-06 15:01","2013-09-06 11:00","4,13","off","21","3","0","32.0 st. C","62","19.543849","49.142966"
"CZEA01","48603372075","2013-09-06 15:01","2013-09-06 12:00","4,13","off","21","3","0","30.0 st. C","62","19.543233","49.14281600000001"
"CZEA01","48603372075","2013-09-06 15:01","2013-09-06 13:00","4,13","off","21","3","0","35.0 st. C","62","19.542566","49.149266"
"CZEA01","48603372075","2013-09-06 19:00","2013-09-06 14:00","4,16","off","25","3","0","42.0 st. C","44","19.541766","49.14974900000001"
"CZEA01","48603372075","2013-09-06 19:00","2013-09-06 15:00","4,16","off","25","3","0","33.0 st. C","44","19.518499","49.143133"
"CZEA01","48603372075","2013-09-06 19:00","2013-09-06 16:00","4,16","off","25","3","0","32.0 st. C","44","19.518482","49.143616"
"CZEA01","48603372075","2013-09-06 19:00","2013-09-06 17:00","4,16","off","25","3","0","29.0 st. C","44","19.519099","49.143533"
"CZEA01","48603372075","2013-09-07 06:00","2013-09-06 18:00","4,15","off","26","3","0","28.0 st. C","29","19.519566","49.14774900000001"
"CZEA01","48603372075","2013-09-07 06:00","2013-09-06 19:00","4,15","off","26","3","0","29.0 st. C","29","19.519516","49.147599"
"CZEA01","48603372075","2013-09-07 06:00","2013-09-07 03:00","4,15","off","26","3","0","30.0 st. C","29","19.520082","49.147583"
"CZEA01","48603372075","2013-09-07 06:00","2013-09-07 04:00","4,15","off","26","3","0","22.0 st. C","29","19.528832","49.142449"
"CZEA01","48603372075","2013-09-07 10:00","2013-09-07 05:00","4,18","off","28","3","0","27.0 st. C","28","19.531616","49.141783"
"CZEA01","48603372075","2013-09-07 10:00","2013-09-07 06:00","4,18","off","28","3","0","28.0 st. C","28","19.520332","49.143199"
"CZEA01","48603372075","2013-09-07 10:00","2013-09-07 07:00","4,18","off","28","3","0","36.0 st. C","28","19.519482","49.143833"
"CZEA01","48603372075","2013-09-07 10:00","2013-09-07 08:00","4,18","off","28","3","0","40.0 st. C","28","19.519582","49.144616"
"CZEA01","48603372075","2013-09-07 14:00","2013-09-07 09:00","4,17","off","18","3","0","31.0 st. C","53","19.55575","49.142449"
"CZEA01","48603372075","2013-09-07 14:00","2013-09-07 10:00","4,17","off","18","3","0","29.0 st. C","53","19.542166","49.138349"
"CZEA01","48603372075","2013-09-07 14:00","2013-09-07 11:00","4,17","off","18","3","0","33.0 st. C","53","19.55705","49.14226600000001"
"CZEA01","48603372075","2013-09-07 14:00","2013-09-07 12:00","4,17","off","18","3","0","34.0 st. C","53","19.526699","49.13459900000001"
"CZEA01","48603372075","2013-09-07 18:01","2013-09-07 13:00","4,17","off","17","3","0","40.0 st. C","19","19.525582","49.136699"
"CZEA01","48603372075","2013-09-07 18:01","2013-09-07 14:00","4,17","off","17","3","0","27.0 st. C","19","19.557516","49.14354900000001"
"CZEA01","48603372075","2013-09-07 18:01","2013-09-07 15:00","4,17","off","17","3","0","31.0 st. C","19","19.563583","49.144833"
"CZEA01","48603372075","2013-09-07 18:01","2013-09-07 16:00","4,17","off","17","3","0","32.0 st. C","19","19.564","49.144749"
"CZEA01","48603372075","2013-09-08 05:00","2013-09-07 17:00","4,15","off","18","3","0","30.0 st. C","8","19.56385","49.144983"
"CZEA01","48603372075","2013-09-08 05:00","2013-09-07 18:00","4,15","off","18","3","0","28.0 st. C","8","19.5636","49.144866"
"CZEA01","48603372075","2013-09-08 05:00","2013-09-07 19:00","4,15","off","18","3","0","29.0 st. C","8","19.563566","49.144866"
"CZEA01","48603372075","2013-09-08 05:00","2013-09-08 03:00","4,15","off","18","3","0","27.0 st. C","8","19.564016","49.144833"
"CZEA01","48603372075","2013-09-08 09:00","2013-09-08 04:00","4,14","off","18","3","0","27.0 st. C","17","19.563966","49.144983"
"CZEA01","48603372075","2013-09-08 09:00","2013-09-08 05:00","4,14","off","18","3","0","27.0 st. C","17","19.564","49.144766"
"CZEA01","48603372075","2013-09-08 09:00","2013-09-08 06:00","4,14","off","18","3","0","28.0 st. C","17","19.563266","49.144549"
"CZEA01","48603372075","2013-09-08 09:00","2013-09-08 07:00","4,14","off","18","3","0","32.0 st. C","17","19.56325","49.144816"
"CZEA01","48603372075","2013-09-08 13:00","2013-09-08 08:00","4,14","off","16","3","0","32.0 st. C","23","19.5595","49.145649"
"CZEA01","48603372075","2013-09-08 13:00","2013-09-08 09:00","4,14","off","16","3","0","37.0 st. C","23","19.5552","49.143699"
"CZEA01","48603372075","2013-09-08 13:00","2013-09-08 10:00","4,14","off","16","3","0","32.0 st. C","23","19.555883","49.14243299999999"
"CZEA01","48603372075","2013-09-08 13:00","2013-09-08 11:00","4,14","off","16","3","0","32.0 st. C","23","19.544383","49.14024899999999"
"CZEA01","48603372075","2013-09-08 17:00","2013-09-08 12:00","4,19","off","16","3","0","30.0 st. C","62","19.542149","49.149166"
"CZEA01","48603372075","2013-09-08 17:00","2013-09-08 13:00","4,19","off","16","3","0","34.0 st. C","62","19.544999","49.146933"
"CZEA01","48603372075","2013-09-08 17:00","2013-09-08 14:00","4,19","off","16","3","0","31.0 st. C","62","19.567899","49.126999"
"CZEA01","48603372075","2013-09-08 17:00","2013-09-08 15:00","4,19","off","16","3","0","30.0 st. C","62","19.5551","49.142916"
"CZEA01","48603372075","2013-09-08 21:00","2013-09-08 16:00","4,18","off","16","3","0","31.0 st. C","19","19.561983","49.14679900000001"
"CZEA01","48603372075","2013-09-08 21:00","2013-09-08 17:00","4,18","off","16","3","0","29.0 st. C","19","19.556166","49.143416"
"CZEA01","48603372075","2013-09-08 21:00","2013-09-08 18:00","4,18","off","16","3","0","30.0 st. C","19","19.555966","49.14246599999999"
"CZEA01","48603372075","2013-09-08 21:00","2013-09-08 19:00","4,18","off","16","3","0","34.0 st. C","19","19.556166","49.142533"
"CZEA01","48603372075","2013-09-09 08:00","2013-09-09 03:00","4,16","off","18","3","0","34.0 st. C","30","19.556","49.14251600000001"
"CZEA01","48603372075","2013-09-09 08:00","2013-09-09 04:00","4,16","off","18","3","0","28.0 st. C","30","19.555933","49.14246599999999"
"CZEA01","48603372075","2013-09-09 08:00","2013-09-09 05:00","4,16","off","18","3","0","27.0 st. C","30","19.5558","49.142549"
"CZEA01","48603372075","2013-09-09 08:00","2013-09-09 06:00","4,16","off","18","3","0","27.0 st. C","30","19.55565","49.144116"
"CZEA01","48603372075","2013-09-09 12:00","2013-09-09 07:00","4,14","off","18","3","0","26.0 st. C","44","19.530966","49.133966"
"CZEA01","48603372075","2013-09-09 12:00","2013-09-09 08:00","4,14","off","18","3","0","28.0 st. C","44","19.525832","49.136666"
"CZEA01","48603372075","2013-09-09 12:00","2013-09-09 09:00","4,14","off","18","3","0","27.0 st. C","44","19.537266","49.137833"
"CZEA01","48603372075","2013-09-09 12:00","2013-09-09 10:00","4,14","off","18","3","0","28.0 st. C","44","19.531499","49.138099"
"CZEA01","48603372075","2013-09-09 16:00","2013-09-09 11:00","4,16","off","17","3","0","28.0 st. C","40","19.538049","49.142666"
"CZEA01","48603372075","2013-09-09 16:00","2013-09-09 12:00","4,16","off","17","3","0","23.0 st. C","40","19.531982","49.139949"
"CZEA01","48603372075","2013-09-09 16:00","2013-09-09 13:00","4,16","off","17","3","0","27.0 st. C","40","19.528866","49.137666"
"CZEA01","48603372075","2013-09-09 16:00","2013-09-09 14:00","4,16","off","17","3","0","28.0 st. C","40","19.527749","49.136666"
"CZEA01","48603372075","2013-09-09 20:00","2013-09-09 15:00","4,15","off","9,","3","0","27.0 st. C","28","19.528249","49.136399"
"CZEA01","48603372075","2013-09-09 20:00","2013-09-09 16:00","4,15","off","9,","3","0","28.0 st. C","28","19.528016","49.137066"
"CZEA01","48603372075","2013-09-09 20:00","2013-09-09 17:00","4,15","off","9,","3","0","27.0 st. C","28","19.531599","49.13554900000001"
"CZEA01","48603372075","2013-09-09 20:00","2013-09-09 18:00","4,15","off","9,","3","0","31.0 st. C","28","19.532582","49.130949"
"CZEA01","48603372075","2013-09-10 07:00","2013-09-09 19:00","4,14","off","15","3","0","33.0 st. C","14","19.532982","49.13133199999999"
"CZEA01","48603372075","2013-09-10 07:00","2013-09-10 03:00","4,14","off","15","3","0","33.0 st. C","14","19.532599","49.130982"
"CZEA01","48603372075","2013-09-10 07:00","2013-09-10 04:00","4,14","off","15","3","0","28.0 st. C","14","19.532916","49.13348299999999"
"CZEA01","48603372075","2013-09-10 07:00","2013-09-10 05:00","4,14","off","15","3","0","24.0 st. C","14","19.537349","49.142199"
"CZEA01","48603372075","2013-09-10 11:00","2013-09-10 06:00","4,15","off","15","3","0","27.0 st. C","40","19.535549","49.14318299999999"
"CZEA01","48603372075","2013-09-10 11:00","2013-09-10 07:00","4,15","off","15","3","0","32.0 st. C","40","19.538516","49.142899"
"CZEA01","48603372075","2013-09-10 11:00","2013-09-10 08:00","4,15","off","15","3","0","32.0 st. C","40","19.525749","49.136616"
"CZEA01","48603372075","2013-09-10 11:00","2013-09-10 09:00","4,15","off","15","3","0","35.0 st. C","40","19.525632","49.13668299999999"
"CZEA01","48603372075","2013-09-10 15:01","2013-09-10 10:00","4,13","off","22","3","0","36.0 st. C","53","19.520266","49.13138200000001"
"CZEA01","48603372075","2013-09-10 15:01","2013-09-10 11:00","4,13","off","22","3","0","31.0 st. C","53","19.544566","49.139716"
"CZEA01","48603372075","2013-09-10 15:01","2013-09-10 12:00","4,13","off","22","3","0","30.0 st. C","53","19.541399","49.14251600000001"
"CZEA01","48603372075","2013-09-10 15:01","2013-09-10 13:00","4,13","off","22","3","0","31.0 st. C","53","19.542916","49.140599"
"CZEA01","48603372075","2013-09-10 19:00","2013-09-10 14:00","4,16","off","14","3","0","35.0 st. C","39","19.541666","49.14924900000001"
"CZEA01","48603372075","2013-09-10 19:00","2013-09-10 15:00","4,16","off","14","3","0","33.0 st. C","39","19.541799","49.149083"
"CZEA01","48603372075","2013-09-10 19:00","2013-09-10 16:00","4,16","off","14","3","0","32.0 st. C","39","19.539633","49.148449"
"CZEA01","48603372075","2013-09-10 19:00","2013-09-10 17:00","4,16","off","14","3","0","31.0 st. C","39","19.540649","49.148749"
"CZEA01","48603372075","2013-09-11 06:00","2013-09-10 18:00","4,14","off","16","3","0","30.0 st. C","23","19.538833","49.15275"
"CZEA01","48603372075","2013-09-11 06:00","2013-09-10 19:00","4,14","off","16","3","0","32.0 st. C","23","19.538799","49.152733"
"CZEA01","48603372075","2013-09-11 06:00","2013-09-11 03:00","4,14","off","16","3","0","32.0 st. C","23","19.538949","49.1526"
"CZEA01","48603372075","2013-09-11 06:00","2013-09-11 04:00","4,14","off","16","3","0","30.0 st. C","23","19.538849","49.152933"
"CZEA01","48603372075","2013-09-11 10:00","2013-09-11 05:00","4,14","off","21","3","0","28.0 st. C","32","19.540399","49.148149"
"CZEA01","48603372075","2013-09-11 10:00","2013-09-11 06:00","4,14","off","21","3","0","29.0 st. C","32","19.542316","49.142166"
"CZEA01","48603372075","2013-09-11 10:00","2013-09-11 07:00","4,14","off","21","3","0","27.0 st. C","32","19.526432","49.136699"
"CZEA01","48603372075","2013-09-11 10:00","2013-09-11 08:00","4,14","off","21","3","0","30.0 st. C","32","19.528132","49.136966"
"CZEA01","48603372075","2013-09-11 14:00","2013-09-11 09:00","4,15","off","14","3","0","26.0 st. C","23","19.533333","49.139849"
"CZEA01","48603372075","2013-09-11 14:00","2013-09-11 10:00","4,15","off","14","3","0","26.0 st. C","23","19.534049","49.14049899999999"
"CZEA01","48603372075","2013-09-11 14:00","2013-09-11 11:00","4,15","off","14","3","0","26.0 st. C","23","19.535416","49.141666"
"CZEA01","48603372075","2013-09-11 14:00","2013-09-11 12:00","4,15","off","14","3","0","24.0 st. C","23","19.534799","49.141733"
"CZEA01","48603372075","2013-09-11 18:00","2013-09-11 13:00","4,15","off","9,","3","0","23.0 st. C","44","19.534533","49.139366"
"CZEA01","48603372075","2013-09-11 18:00","2013-09-11 14:00","4,15","off","9,","3","0","26.0 st. C","44","19.533449","49.138849"
"CZEA01","48603372075","2013-09-11 18:00","2013-09-11 15:00","4,15","off","9,","3","0","25.0 st. C","44","19.541633","49.141833"
"CZEA01","48603372075","2013-09-11 18:00","2013-09-11 16:00","4,15","off","9,","3","0","28.0 st. C","44","19.541533","49.141899"
"CZEA01","48603372075","2013-09-12 05:01","2013-09-11 17:00","4,12","off","18","3","0","27.0 st. C","35","19.542416","49.139149"
"CZEA01","48603372075","2013-09-12 05:01","2013-09-11 18:00","4,12","off","18","3","0","29.0 st. C","35","19.539616","49.135133"
"CZEA01","48603372075","2013-09-12 05:01","2013-09-11 19:00","4,12","off","18","3","0","31.0 st. C","35","19.540099","49.135299"
"CZEA01","48603372075","2013-09-12 05:01","2013-09-12 03:01","4,12","off","18","3","0","34.0 st. C","35","19.538983","49.13506600000001"
"CZEA01","48603372075","2013-09-12 09:00","2013-09-12 04:00","4,13","off","9,","3","0","31.0 st. C","23","19.539133","49.135166"
"CZEA01","48603372075","2013-09-12 09:00","2013-09-12 05:00","4,13","off","9,","3","0","27.0 st. C","23","19.541116","49.138049"
"CZEA01","48603372075","2013-09-12 09:00","2013-09-12 06:00","4,13","off","9,","3","0","28.0 st. C","23","19.540866","49.138049"
"CZEA01","48603372075","2013-09-12 09:00","2013-09-12 07:00","4,13","off","9,","3","0","34.0 st. C","23","19.542749","49.137216"
"CZEA01","48603372075","2013-09-12 13:00","2013-09-12 08:00","4,19","off","14","3","0","24.0 st. C","63","19.521499","49.133949"
"CZEA01","48603372075","2013-09-12 13:00","2013-09-12 09:00","4,19","off","14","3","0","29.0 st. C","63","19.542666","49.14443299999999"
"CZEA01","48603372075","2013-09-12 13:00","2013-09-12 10:00","4,19","off","14","3","0","43.0 st. C","63","19.539799","49.149483"
"CZEA01","48603372075","2013-09-12 13:00","2013-09-12 11:00","4,19","off","14","3","0","27.0 st. C","63","19.567632","49.12736600000001"
"CZEA01","48603372075","2013-09-12 17:00","2013-09-12 12:00","4,17","off","21","3","0","35.0 st. C","40","19.552966","49.145099"
"CZEA01","48603372075","2013-09-12 17:00","2013-09-12 13:00","4,17","off","21","3","0","26.0 st. C","40","19.539966","49.13629899999999"
"CZEA01","48603372075","2013-09-12 17:00","2013-09-12 14:00","4,17","off","21","3","0","25.0 st. C","40","19.566966","49.128716"
"CZEA01","48603372075","2013-09-12 17:00","2013-09-12 15:00","4,17","off","21","3","0","24.0 st. C","40","19.530799","49.139533"
"CZEA01","48603372075","2013-09-12 21:00","2013-09-12 16:00","4,17","off","13","3","0","31.0 st. C","17","19.529349","49.13854900000001"
